6,10,7,1128.0,1581.0,975.5103334235984,6.121696444518705,3.600997908540416,Benign
6,2,5,60.0,712.0,3637.27166932866,32.98044259753966,9.422983599297046,ddos
6,14,14,5344.0,5688.0,944.7323038674252,2.397797725551841,1.1988988627759205,ddos
6,1,1,0.0,0.0,0.0,333333.33333333326,166666.66666666663,ddos
17,1,1,38.0,54.0,377049.1803278689,8196.72131147541,4098.360655737705,Benign
6,9,10,523.0,5244.0,4199.652055877875,13.836204102944272,6.553991417184129,Benign
17,1,1,47.0,107.0,94074.52657299938,1221.7470983506414,610.8735491753207,Benign
6,1,1,0.0,0.0,0.0,26666.66666666667,13333.333333333336,ddos
17,1,1,51.0,79.0,195488.7218045113,3007.5187969924814,1503.7593984962411,Benign
6,4,7,125.0,5508.0,11595.807970291016,22.64404183795512,8.23419703198368,ddos
6,2,1,0.0,0.0,0.0,4559.270516717325,3039.51367781155,ddos
6,3,6,125.0,4016.0,4726.483717543233,10.272483327188867,3.424161109062956,ddos
17,1,1,42.0,58.0,294117.6470588235,5882.35294117647,2941.1764705882347,Benign
17,1,3,48.0,144.0,1280000.0,26666.666666666668,6666.666666666668,Benign
6,3,3,194.0,7.0,1564.141473094432,46.69079024162484,23.34539512081242,Benign
6,1,1,0.0,0.0,0.0,0.0238459027212836,0.0119229513606418,ddos
17,1,1,31.0,95.0,9815.377424631924,155.7996416608242,77.8998208304121,Benign
0,2,0,0.0,0.0,0.0,0.0329188899947807,0.0329188899947807,Benign
6,1,1,0.0,0.0,0.0,12658.227848101267,6329.113924050634,ddos
6,1,1,0.0,0.0,0.0,0.9078376804384132,0.4539188402192065,ddos
6,5,7,332.0,508.0,39.58419629237453,0.5654885184624933,0.2356202160260389,ddos
6,2,1,0.0,0.0,0.0,15306.122448979591,10204.081632653062,ddos
6,2,0,0.0,0.0,0.0,11764.70588235294,11764.70588235294,Benign
17,1,1,36.0,230.0,112616.4267569856,846.740050804403,423.3700254022015,Benign
6,2,1,0.0,0.0,0.0,22556.390977443607,15037.593984962405,ddos
6,18,15,1198.0,3709.0,41.97134488753908,0.2822609295473384,0.1539605070258209,Benign
17,2,2,80.0,202.0,10683.43688437642,151.53811183512653,75.76905591756326,Benign
17,1,1,35.0,63.0,98989.898989899,2020.2020202020203,1010.1010101010104,Benign
6,22,22,697.0,9919.0,91.98377914230204,0.3812439979522691,0.1906219989761344,Benign
6,27,47,190.0,58410.0,2828.8504903276485,3.572268537273822,1.3033952771134216,ddos
6,2,9,54.0,2300.0,199.2208720508604,0.9309386544432728,0.1692615735351405,ddos
17,2,2,76.0,236.0,3684.981338876553,47.24335049841735,23.621675249208675,Benign
17,1,1,36.0,68.0,237986.27002288328,4576.659038901602,2288.329519450801,Benign
